rank,name,username,network_degrees,journo_followers,total_followers,location,site,page_rank,betweenness_centrality,closeness_centrality,score_1,score
8074,Kevin Polowy,djkevlar,63,58,6152,NY to LA,AOL,2.69E-05,5.51E-06,0.412856906,58.11893867,23.97025287
8075,Joseph Wilson,patrickwilson73,55,53,173068,,ChristianScienceMonitor,3.18E-05,9.81E-05,0.439401074,56.05753467,23.95999893
8076,Adam Teicher,adamteicher,61,59,69266,Kansas City,ESPN,2.91E-05,3.03E-06,0.401371575,60.36223133,23.95430339
8077,Bob McDonald,CBCQuirks,113,53,69207,,cbc,3.66E-05,1.07E-05,0.44638956,54.222657,23.93153734
8078,Mark Bradley,MarkBradleyAJC,352,43,25331,Atlanta GA,WashingtonPost,9.42E-05,0.000234757,0.481875594,43.36307767,23.92934913
8079,Amanda Kaschube,amandakaschube,89,54,5943,Chicago,ChicagoTribune,3.17E-05,5.01E-06,0.442522256,54.106974,23.91987101
8080,Greg Hilburn,GregHilburn1,61,56,9894,"Louisiana, USA",USAToday,2.12E-05,5.36E-07,0.426414621,56.184688,23.91859561
8081,Jewly Hight,RightByHerRoots,96,57,3989,"Nashville, TN",NPR,3.17E-05,4.27E-06,0.41931407,57.075791,23.91679211
8082,Richard Conniff,RichardConniff,163,52,5957,"Connecticut, Maine, Anywhere",MotherJones,4.47E-05,2.23E-05,0.458993635,52.10325467,23.89136564
8083,Karen Warren,karenwarrenHC,76,57,7380,Houston,houstonchronicle,3.04E-05,9.68E-06,0.418256346,57.14022,23.86993567
8084,Brooke Knisley,BrookeKnisley,68,58,14710,Hell. I am in hell.,Vulture,2.91E-05,1.21E-05,0.410201322,58.28439333,23.85000594
8085,Jen Kerns,AllAmericanJen,418,50,6683,New York City,DailyCaller,0.000100712,7.15E-05,0.476422489,50.11138333,23.84765721
8086,Alexandra Samuel,awsamuel,149,47,13808,"Vancouver, BC",WallStJournal,4.65E-05,4.21E-05,0.460012358,47.21632533,23.83737069
8087,Malarie Gokey,MalarieGokey,186,50,99238,"New York, NY",BusinessInsider,4.90E-05,1.97E-05,0.468776023,51.65396667,23.82647111
8088,Kristie Rieken,kristieAP,67,60,4200,Houston via New Deal,ap,3.20E-05,7.51E-06,0.396703089,60.084,23.81884687
8089,Russell Goldenberg,codenberg,62,57,4841,"Great Barrington, MA",BostonGlobe,2.23E-05,8.96E-07,0.416720007,57.091979,23.77220514
8090,Charlie White,CharlieaWhite,112,51,93651,"Ann Arbor, MI",USAToday,3.67E-05,4.53E-05,0.458563993,52.592067,23.75179594
8091,Laura Spinney,lfspinney,58,55,4234,"Ile-de-France, France",Guardian,2.26E-05,2.49E-06,0.431398532,55.07762333,23.74366256
8092,Sarah McLellan,sarah__mclellan,88,54,28853,"Minnesota, USA",StarTribune,4.17E-05,0.000175155,0.4373328,54.519354,23.72953647
8093,Gary Dinges,gdinges,210,51,10508,"Austin, Texas",USAToday,5.89E-05,6.62E-05,0.463813295,51.178636,23.69590492
8094,Jelisa Castrodale,gordonshumway,80,52,57747,,VICE,2.84E-05,8.80E-06,0.451230041,53.000948,23.68979104
8095,Stephen Semler,stephensemler,237,51,5194,,Jacobin,6.04E-05,2.29E-05,0.464092905,51.088298,23.68922739
8096,Andy Swift,AndySwift,82,56,19650,NYC,https://tvline.com/2022/01/12/monarch-premiere-delayed-fox-fall-2022-susan-sarandon/,3.61E-05,1.20E-05,0.421264444,56.3668,23.66806876
8097,Christopher Federico,ChrisPolPsych,82,46,6099,"Saint Paul, Minnesota",WashingtonPost,2.62E-05,2.90E-06,0.446574523,46.093518,23.64780585
8098,Matthew J. Franck,MatthewJFranck,90,56,6286,"Princeton, NJ",NationalReview,2.90E-05,1.88E-06,0.421725995,56.11733867,23.6413981
8099,Robert Spencer,jihadwatchRS,62,54,165986,Reality,PJMedia,2.62E-05,5.45E-06,0.425673586,56.987748,23.62227635
8100,Joshua Kosman,JoshuaKosman,98,52,3964,San Francisco,SFChronicle,3.06E-05,6.37E-06,0.453947837,52.06870933,23.62088275
8101,Delano Squires,DelanoSquires,116,52,47585,"Washington, D.C.",TheBlaze,4.04E-05,3.40E-05,0.450626313,52.82480667,23.61840807
8102,Tonya J. Powers,tonyajpowers,632,48,4458,NYC,fox,0.000137657,0.000140127,0.491433566,48.071328,23.60633765
8103,Jody Porter,journoporter,91,57,6867,Thunder Bay ,cbc,3.66E-05,6.85E-06,0.412999292,57.130473,23.56790227
8104,Simon Thompson,ShowbizSimon,226,50,7889,"Los Angeles, CA",Variety,7.23E-05,0.000124698,0.470125607,50.13148333,23.53718719
8105,Michael Zhang,YuxuanMichael,169,52,4081,Beijing,AFP,4.49E-05,4.12E-06,0.452328431,52.07073733,23.53707667
8106,Jeremy Alford,LaPoliticsNow,125,43,9007,"Baton Rouge, La.",NYTimes,3.40E-05,2.67E-06,0.454502996,43.12910033,23.48756049
8107,Anurag Kotoky,anuragkotoky,121,50,5305,"New Delhi, India",Bloomberg,3.99E-05,3.04E-05,0.446741121,50.08841667,23.47464602
8108,Mary Tuma,TumaTime,168,51,4741,"Austin, TX",TheNation,4.32E-05,7.88E-06,0.459698423,51.080597,23.46314473
8109,Sun-Times Wire,CSTbreaking,60,57,21254,Chicago,suntimes,2.30E-05,1.48E-06,0.409936082,57.403826,23.4491281
8110,Sophie Ikenye,sikenye,102,46,69482,London,BBC,3.34E-05,8.15E-06,0.457901582,47.06539067,23.43813429
8111,Emily Mccormick,emily_mcck,215,50,5764,"New York, NY",AOL,5.33E-05,1.24E-05,0.468043147,50.09606667,23.42463902
8112,Emily Nicolle,emilyjnicolle,133,52,4435,,aljazeera,4.01E-05,1.18E-05,0.450136973,52.07687333,23.42442436
8113,Guillermo Arduino,ArduinoGuille,112,51,160685,"Atlanta, Georgia",CNN,3.34E-05,3.75E-06,0.447278782,53.731645,23.42212131
8114,Thomson Foundation,thomfound,95,54,8973,Global,http://news.trust.org/item/20220106120337-w6sgh,3.19E-05,7.04E-06,0.432993031,54.161514,23.41659089
8115,Geoff Baker,GeoffBakerTIMES,68,55,25787,"Seattle, WA",SeattleTimes,2.94E-05,6.34E-06,0.42383222,55.47276167,23.41095791
8116,Gary Dzen,GaryDzen,113,52,7841,"Boston, MA",BostonGlobe,3.73E-05,1.50E-05,0.449404951,52.13591067,23.39959692
8117,Michelle Moons,MichelleDiana,81,54,6646,Reagan Country CA - WA - DC/VA,Breitbart,2.80E-05,3.07E-06,0.432836528,54.119628,23.3990622
8118,Adrian Kajumba,AdrianJKajumba,70,64,12347,London,DailyMail,4.14E-05,2.91E-06,0.364651155,64.26340267,23.38569896
8119,Tom Collomosse,TomCollomosse,89,59,14763,,DailyMail,4.91E-05,3.33E-05,0.395262755,59.290339,23.37788264
8120,Katherine Hamilton,CleanGridView,535,48,17903,"Washington, DC",Breitbart,0.000112989,4.29E-05,0.485566297,48.286448,23.376727
8121,Michael Chessum,michael_chessum,117,57,9624,chessum.michael@gmail.com,Guardian,4.29E-05,1.11E-05,0.409437736,57.182856,23.37538503
8122,Luuk Van Middelaar,LuukvMiddelaar,78,56,8889,Brussels,Guardian,2.66E-05,7.29E-07,0.416205041,56.165928,23.34201233
8123,Daniel Donner,donnermaps,93,53,3746,,DailyKos,2.78E-05,1.61E-06,0.439903246,53.06617933,23.32942829
8124,Bethany Lindsay,bethanylindsay,256,49,6647,"Vancouver, British Columbia",cbc,7.03E-05,6.26E-05,0.475497641,49.10856767,23.32519624
8125,Umar Farooq,UmarFarooq_,80,54,3976,"Istanbul, Turkey.",aljazeera,3.19E-05,3.53E-05,0.431588561,54.071568,23.32122626
8126,Head Of Culture,shockallocca,97,51,68223,"Q-borough, NYC",HuffingtonPost,3.00E-05,5.88E-06,0.451305621,52.159791,23.27829677
8127,Jean Stein,Writer_DG,53,52,363749,,VanityFair,2.46E-05,5.73E-06,0.421544551,58.30498267,23.2492322
8128,Margaret McCartney,mgtmccartney,107,54,28104,Glasgow,Guardian,3.96E-05,1.75E-05,0.428414737,54.505872,23.24275731
8129,Zoe Wood,zoewoodguardian,142,53,6368,London,Guardian,4.61E-05,6.59E-06,0.437812468,53.11250133,23.22868805
8130,Stan Schroeder,franticnews,146,50,9830,"Far, far away",Mashable,4.59E-05,3.42E-05,0.463056049,50.16383333,23.19073446
8131,Amy Packham,amypackham15,87,53,9049,London,HuffingtonPost,3.28E-05,6.28E-06,0.4368896,53.15986567,23.19007062
8132,John Hayward,Doc_0,69,55,49443,"Florida, USA",Breitbart,2.59E-05,2.08E-06,0.417980591,55.906455,23.1783728
8133,Joseph Pierce,PepePierce,81,52,23620,"Brooklyn, NY",Guardian,2.67E-05,2.77E-06,0.44396233,52.40941333,23.17692321
8134,Drew Ferguson,RepDrewFerguson,91,53,12416,"West Point, GA",Fox,2.80E-05,2.10E-06,0.436376611,53.21934933,23.17581984
8135,Michael Rand,RandBall,88,52,21917,Minneapolis,StarTribune,3.95E-05,0.000175882,0.443944043,52.37989467,23.16941622
8136,Thanyarat Doksone,8td,137,46,8613,"Bangkok, Thailand",BBC,4.08E-05,2.68E-05,0.457085947,46.132066,23.16174995
8137,Michael Szadkowski,szadkowski_m,578,47,22438,Paris,HuffingtonPost,0.000134494,0.000263467,0.490851643,47.35152867,23.15630143
8138,Deana Sumanac Johnson,deanasumanac,91,53,4121,"Toronto, Canada",cbc,3.50E-05,9.73E-06,0.436464971,53.07280433,23.14853173
8139,Dawit Endeshaw,dendeshaw,108,52,10638,Ethiopia,Reuters,3.38E-05,3.74E-06,0.444218512,52.184392,23.14031779
8140,Leslie Jordan,thelesliejordan,59,51,183634,"Los Angeles, CA",People,2.92E-05,1.79E-05,0.440118815,54.121778,23.13303618
8141,Kersti Kaljulaid,KerstiKaljulaid,60,52,53390,"Tallinn, Estonia",Mic,2.19E-05,9.19E-07,0.440856937,52.92542667,23.12855111
8142,Shawn Gude,shawngude,167,51,7555,Chicago,Jacobin,4.63E-05,1.01E-05,0.452233532,51.128435,23.09295144
8143,Nada Farhoud,NadaFarhoud,100,56,4889,"Hove, England",DailyMirror,4.11E-05,1.76E-05,0.411878684,56.09126133,23.0840006
8144,Graham Ruthven,grahamruthven,198,49,25605,"Glasgow, Scotland",Guardian,7.78E-05,0.000183213,0.468653717,49.418215,23.06203114
8145,Ariel Gold,ArielElyseGold,60,53,37385,"Ithaca, NY",Jacobin,2.29E-05,1.78E-06,0.432315665,53.66046833,23.05549565
8146,Chris Pandolfo,ChrisCPandolfo,237,49,11383,,TheBlaze,6.00E-05,1.43E-05,0.468694479,49.18592233,23.00959986
8147,Cynthia Benjamin,CynthiaBenjamn,134,50,13092,"Rochester, NY",USAToday,4.24E-05,3.45E-05,0.458935,50.2182,22.99681981
8148,Celine Ryan,celinedryan,472,47,16047,"Washington, DC",DailyCaller,0.000116483,0.000204228,0.48794049,47.251403,22.99453788
8149,Lee Clark,GaryClarkJr,53,52,126918,ATX,CNN,2.98E-05,3.86E-05,0.433027825,54.199912,22.99375845
8150,Eric Reinhart,_Eric_Reinhart,66,54,4079,Chicago,Mic,2.31E-05,1.29E-06,0.425052435,54.073422,22.96843559
8151,Karen Rosenberg,RosenbergKaren,167,41,13605,New York,NYTimes,4.47E-05,1.99E-05,0.465395524,41.185935,22.94937977
8152,Jessica van Vonderen,jessvanvonderen,96,60,11221,Brisbane,AustraliaBroadcastCorp,3.68E-05,1.04E-06,0.381738729,60.22442,22.94715864
8153,James Palmer,JamesPalmerTV,73,54,84251,"Denver, CO",Mic,3.63E-05,9.13E-06,0.419053211,55.516518,22.94662426
8154,Steve Vockrodt,SteveVockrodt,191,49,8395,"Kansas City, MO",NPR,4.65E-05,5.06E-06,0.467535552,49.13711833,22.9412959
8155,Tanya Fletcher,CBCtanya,60,59,9859,"Vancouver, BC",cbc,2.98E-05,2.93E-05,0.387085786,59.19389367,22.87558812
8156,Kenneth Rapoza,BRICbreaker,82,53,24709,"Beach, Rivers & Farmland",forbes,2.82E-05,6.14E-06,0.429798594,53.43652567,22.87313454
8157,Jeremi Suri,JeremiSuri,325,48,5385,"Austin, Texas",Politico,7.34E-05,2.68E-05,0.476085764,48.08616,22.87262645
8158,Jon Bream,jonbream,293,48,8127,Minneapolis/St. Paul,StarTribune,8.96E-05,0.000341589,0.47558157,48.130032,22.85883577
8159,Alison Pennington,ak_pennington,82,55,17189,"Wurundjeri, Melbourne VIC.",Jacobin,3.18E-05,4.59E-06,0.414380773,55.31513167,22.85623477
8160,Adam Klotz,AdamKlotzFNC,110,50,5858,"New York, NY",fox,3.58E-05,1.34E-05,0.456350491,50.09763333,22.83980206
8161,Aziz El Yaakoubi,Elyaakoubi,109,51,9830,"Riyadh, Saudi Arabia",Reuters,3.25E-05,2.54E-06,0.447074689,51.16711,22.83816446
8162,Regnery Publishing,Regnery,129,52,8453,"Washington, D.C.",https://www.realclearbooks.com/articles/2020/11/17/down_here_they_sometimes_call_it_boy_585675.html,3.97E-05,9.02E-06,0.438560714,52.14651867,22.83728579
8163,Kevin Miller,KevinMiller207,206,47,5489,"Augusta, Maine",Bloomberg,4.97E-05,8.62E-06,0.462103054,47.08599433,22.82564829
8164,James Gourley,MattGourley,80,50,44647,"Pasadena, CA",Guardian,3.07E-05,1.04E-05,0.453108111,50.74411667,22.8239882
8165,Serena Smith,serenathesmith,123,53,7819,"Leeds, England",VICE,4.87E-05,0.000115943,0.429935756,53.13813567,22.8162898
8166,Aimee Picchi,aimeepicchi,165,49,4669,Vermont,CBS,4.59E-05,2.51E-05,0.464372853,49.07626033,22.77197641
8167,Dave Simpson,davesimps0n,107,54,6492,North Yorkshire,Guardian,4.24E-05,1.69E-05,0.421001154,54.116856,22.75866057
8168,Brigid Delaney,BrigidWD,55,54,15027,Sydney & central Victoria,Guardian,2.60E-05,1.82E-05,0.420246024,54.270486,22.75012063
8169,Michael Pell,MichaelPell,66,54,14809,"Sydney, Australia",Reuters,3.06E-05,2.11E-05,0.420016739,54.266562,22.73688416
8170,Vanna Le,vannamle,75,51,4403,"New York, NY",CNBC,2.65E-05,5.99E-06,0.444860261,51.074851,22.70452243
8171,Jeff Eisenberg,JeffEisenberg,85,53,18908,,AOL,3.81E-05,2.19E-05,0.426921352,53.33404133,22.69813634
8172,Ruth Sunderland,ruthiesun,97,55,3849,,DailyMail,3.85E-05,3.20E-05,0.412382993,55.070565,22.69561452
8173,Rhiana Whitson,rhianawhitson,127,52,3741,"Melbourne, Victoria",AustraliaBroadcastCorp,4.35E-05,4.71E-06,0.436147041,52.064844,22.69378689
8174,Andy Pietrasik,AndyPietra,75,52,5269,"Tooting, London",Guardian,3.21E-05,1.51E-05,0.436005888,52.09132933,22.69221624
8175,Bernadette Baum,bernadettebaum,96,50,5344,"London, England",Reuters,3.02E-05,8.00E-06,0.452765482,50.08906667,22.65843726
8176,Tom Dart,TomDart,66,52,7673,Chicago,Guardian,2.34E-05,2.10E-06,0.434687002,52.13299867,22.6326305
8177,Alexander Kacala,TheFaymeReport,164,49,15953,"New York, NY",AOL,4.62E-05,1.96E-05,0.460602143,49.26056567,22.62951356
8178,Jake Russell,_JakeRussell,61,47,5811,Maryland,WashingtonPost,2.42E-05,8.78E-07,0.41786715,47.091039,22.60759373
8179,James Rogers,jamesjrogers,82,51,8845,"New York, NY",Fox,2.94E-05,1.27E-05,0.442613123,51.150365,22.60654603
8180,Bente Birkeland,BenteBirkeland,62,52,6657,Colorado State Capitol,NPR,2.18E-05,8.61E-07,0.433986854,52.115388,22.59235485
8181,Dominic Penna,DominicPenna,114,54,5086,Wandsworth/Westminster,https://www.telegraph.co.uk/politics/2022/01/13/two-parties-held-downing-street-queen-country-mourned-death/,4.05E-05,8.89E-06,0.417818551,54.091548,22.58132698
8182,Maribel Aber,MaribelAberCNN,65,54,8821,New York,CNN,2.43E-05,2.59E-06,0.417349347,54.158778,22.56999769
8183,Alexandra Hudson,LexiOHudson,61,52,29928,"Indianapolis, IN",Reuters,2.68E-05,1.78E-05,0.431796055,52.518752,22.56539239
8184,Rowena Edwards,RowenaCaine,100,53,5492,,Reuters,3.17E-05,3.58E-06,0.425236912,53.09702533,22.55818571
8185,Ashley Strickland,CNNAshley,80,51,16994,,CNN,2.90E-05,1.04E-05,0.440784816,51.288898,22.54369654
8186,Karen D'Souza,KarenDSouza4,154,49,5888,San Francisco Bay Area,SanJoseMercuryNews,4.77E-05,4.58E-05,0.458974088,49.09617067,22.51180023
8187,Ian Hyland,HylandIan,57,57,51208,ian.hyland@reachplc.com,DailyMirror,3.15E-05,8.50E-06,0.391358783,57.972952,22.49783729
8188,Doyle Rice,usatodayweather,105,50,170603,"McLean, Va. (USA TODAY HQ)",USAToday,3.28E-05,7.98E-06,0.437510333,52.84338333,22.49752144
8189,Mark Hale,HaleMark,96,51,4741,,NYPost,3.64E-05,8.21E-06,0.440442564,51.080597,22.48031994
8190,Thomas Johnson,ThJohnsonCA,65,44,11211,Monterey CA,WashingtonPost,2.33E-05,2.39E-06,0.443122668,44.164428,22.46390252
8191,Nicole Spector,NicoleSpector,170,48,5860,When This Is All Over,Today,5.07E-05,5.26E-05,0.467089778,48.09376,22.44220651
8192,Josh Parry,joshparry,79,48,10212,"Liverpool, England",BBC,3.84E-05,2.91E-05,0.424266013,48.163392,22.43937241
8193,Caroline Glick,CarolineGlick,92,51,29234,Israel,Breitbart,3.09E-05,7.14E-06,0.437581386,51.496978,22.42538485
8194,Robert Brodsky,BrodskyRobert,214,48,4681,"Mineola, New York",Newsday,5.34E-05,2.46E-05,0.466564049,48.074896,22.41254624
8195,Read More,WomenRead,95,51,44897,,BusinessInsider,3.43E-05,1.27E-05,0.436129392,51.763249,22.40903665
8196,Joshua A. Krisch,JoshKrisch,127,50,3954,"New York, NY",VICE,3.58E-05,4.45E-06,0.44731591,50.0659,22.38053456
8197,Dale Smith,journo_dale,71,55,21724,"Ottawa, ON",VICE,2.94E-05,2.26E-06,0.405219744,55.39827333,22.36778003
8198,Kae Lani,KaeLaniSays,83,52,8512,Jersey Fresh,https://www.10best.com/interests/recipes/10-summer-recipes-that-will-impress-at-your-next-cookout/,3.03E-05,1.02E-05,0.429319213,52.14754133,22.35627024
8199,Brent Zwerneman,BrentZwerneman,108,49,24560,"Bryan-College Station, Texas",houstonchronicle,4.10E-05,4.90E-05,0.454215675,49.40114667,22.34767163
8200,Greg Rajan,GregRajan,166,48,4579,It's pronounced Rah-jin,houstonchronicle,4.82E-05,3.71E-05,0.464853549,48.073264,22.32999887
8201,Safid Deen,Safid_Deen,92,54,26754,"Miami, FL",USAToday,3.78E-05,9.83E-06,0.411642714,54.481572,22.32782436
8202,Dan Rosen,drosennhl,71,45,146405,"New Jersey, USA",NewYorker,3.26E-05,1.44E-05,0.430399326,47.196075,22.3206348
8203,David Carnoy,DavidCarnoy,143,49,7196,"New York, NY",cnet,4.46E-05,2.26E-05,0.454925057,49.11753467,22.31806253
8204,Andy Vasquez,andy_vasquez,168,48,9751,NJ/NYC,USAToday,5.29E-05,2.98E-05,0.463893149,48.156016,22.30305853
8205,William Roberts,MarxinHell,58,55,9780,"MontrÃ©al, QuÃ©bec",aljazeera,2.24E-05,4.88E-07,0.404687201,55.1793,22.29407626
8206,Cao Li,CaHSRA,55,44,19162,Decarbonizing CA,NYTimes,2.09E-05,1.13E-06,0.420886068,44.28104267,22.29375656
8207,Jean Casarez,JeanCasarezCNN,78,51,11016,NYC,CNN,2.68E-05,9.05E-06,0.435864825,51.187272,22.26991871
8208,Shani Silver,shanisilver,245,47,5219,New Orleans,Refinery29,6.32E-05,3.67E-05,0.473076531,47.08176433,22.25393735
8209,Azeem Majeed,Azeem_Majeed,57,55,20759,,Guardian,2.69E-05,6.50E-06,0.401491191,55.38058167,22.1584156
8210,Jason D'Souza,CBCdsouza,112,49,3963,"Toronto, Ontario",cbc,4.21E-05,1.87E-05,0.451778569,49.064729,22.15177147
8211,Cindy Smith,SenHydeSmith,54,52,21952,Brookhaven,ABC,1.97E-05,2.83E-07,0.424399667,52.38050133,22.149525
8212,Tim Gill,timgill924,64,51,13982,"Knoxville, TN",Jacobin,2.39E-05,3.14E-06,0.432940851,51.237694,22.13143712
8213,Joanne Chianello,jchianello,90,50,18152,"Ottawa, Ontario",cbc,3.42E-05,4.25E-06,0.441290158,50.30253333,22.13126039
8214,Nick Kindelsperger,nickdk,91,53,6422,"Chicago, IL",ChicagoTribune,3.04E-05,6.12E-06,0.416994101,53.11345533,22.12434246
8215,Dani Deahl,danideahl,61,50,15664,Chicago,TheVerge,2.55E-05,1.18E-05,0.440983205,50.26106667,22.10672326
8216,Dan Colasimone,DanColasimone,132,50,7540,Brisbane,AustraliaBroadcastCorp,5.09E-05,3.78E-05,0.441416675,50.12566667,22.09856943
8217,Malia Bouattia,MaliaBouattia,71,54,13947,London - Leiden,aljazeera,2.88E-05,5.27E-06,0.40811987,54.251046,22.08970141
8218,Ismaila Alfa,CBCIsmaila,89,52,10354,"Toronto, Ontario",cbc,3.73E-05,8.97E-06,0.423882228,52.17946933,22.07991279
8219,Paul Gypteau,paulgypteau,70,53,4677,"Paris, France",AFP,2.70E-05,4.25E-06,0.415739451,53.082627,22.05136655
8220,Daniele Lepido,danielelepido,79,48,5706,"Milano, Lombardia",Bloomberg,3.13E-05,4.46E-05,0.436978168,48.091296,22.04464421
8221,Rachel Thompson,RachelintheOC,58,49,108488,@TwitterSpaces Tues/Sun 11am! 🟣,Mashable,3.09E-05,3.52E-05,0.441235959,50.77197067,22.01149058
8222,Claire Goforth,claire_goforth,303,46,5093,the world wide web,DailyDot,6.87E-05,1.42E-05,0.477837709,46.07809267,21.99919242
8223,Simon Abrams,simonsaybrams,57,53,5537,"Brooklyn, NY",Vulture,2.23E-05,4.00E-07,0.414301128,53.09782033,21.97822332
8224,Matthew Mochow,CNNITSMO,54,53,3773,Now-Atlanta From-Orlando ,CNN,2.32E-05,1.14E-05,0.414173758,53.06665633,21.96501283
8225,Eric Franklin,nidopal,113,49,5169,San Francisco Bay Area,VICE,4.11E-05,3.97E-05,0.447817739,49.084427,21.96197317
8226,Jeffrey Schweers,jeffschweers,99,48,3881,"Tallahassee, FL",USAToday,2.95E-05,3.40E-06,0.456679218,48.062096,21.93478144
8227,Melissa Ruggieri,MRuggieriUSAT,459,45,9758,Virginia,USAToday,0.000105494,0.000142248,0.486113821,45.14637,21.91069818
8228,Hillary Borrud,hborrud,101,49,4382,"Salem, OR",https://www.oregonlive.com/politics/2022/01/democratic-hopeful-nick-kristof-doesnt-qualify-to-run-for-governor-secretary-of-state-shemia-fagan-says.html,2.88E-05,1.12E-06,0.446611534,49.07157267,21.89994776
8229,Kelly Burke,Ont_Ombudsman,88,50,38805,"Ontario, Canada",Guardian,3.48E-05,1.34E-05,0.43498525,50.64675,21.88992586
8230,Rachel Strugatz,rachelstrugatz,75,41,16598,"New York, NY",NYTimes,2.55E-05,1.57E-06,0.443432608,41.22683933,21.87723709
8231,Colleen Kane,ChiTribKane,104,50,11093,"Chicago, IL",ChicagoTribune,4.44E-05,4.06E-05,0.436535685,50.18488333,21.86713834
8232,Mike Fleming Jr,DeadlineMike,51,51,6683,"Hollywood, USA",deadline,2.15E-05,1.40E-06,0.428227493,51.113611,21.86392782
8233,Nick Wagoner,nwagoner,54,54,29515,"Bay Area, CA",ESPN,2.92E-05,3.76E-06,0.402826744,54.53127,21.85964906
8234,Colin Millar,Millar_Colin,84,55,34101,Belfast/London,DailyMirror,4.43E-05,1.62E-05,0.395161309,55.625185,21.85739646
8235,Lana Schwartz,_lanabelle,66,45,5482,the cynthia swann griffin crisis center for women,NewYorker,2.54E-05,4.87E-06,0.431329473,45.08223,21.85600545
8236,Joanna Ruck,joannaruck,90,50,4034,London,Guardian,3.21E-05,6.33E-06,0.436712571,50.06723333,21.85030937
8237,Vanessa Williams,VWOfficial,44,44,281971,coast to coast & then some,WashingtonPost,2.59E-05,2.10E-05,0.412209498,48.13557467,21.83801641
8238,Alexandria Hoff,AlexandriaHoff,112,48,7888,"Washington, DC",fox,3.31E-05,5.88E-06,0.45433056,48.126208,21.83653696
8239,David Adler,_dadler,59,51,16208,"New York, USA",Mic,2.57E-05,3.17E-06,0.426921352,51.275536,21.83180505
8240,Martin Fricker,martinfricker,74,55,4588,,DailyMirror,3.54E-05,7.59E-06,0.396425848,55.08411333,21.82009399
8241,Lisa Schencker,lschencker,150,48,3986,"Chicago, IL",ChicagoTribune,4.02E-05,1.17E-05,0.453947837,48.063776,21.80397166
8242,Yessi Bello-Perez,yessibelloperez,95,41,7762,"London, England",NYTimes,3.21E-05,7.12E-06,0.442268026,41.10608067,21.78773653
8243,Shaun Robinson,shaunrobinson,79,47,98874,Los Angeles,https://vtdigger.org/2022/01/14/vermont-house-advances-multi-member-district-map-despite-concerns-over-representation-and-process/,3.18E-05,3.15E-05,0.455732992,48.549026,21.77242175
8244,Bruce Jenkins,Bruce_Jenkins1,66,54,14021,San Francisco,SFChronicle,2.89E-05,4.34E-06,0.402225398,54.252378,21.77092791
8245,Sami Mokbel,SamiMokbel81_DM,66,58,51339,South London,DailyMail,3.96E-05,3.63E-06,0.372168567,58.992554,21.77047559
8246,Tom Bryant,MirrorTom,93,52,5951,North London,DailyMirror,4.29E-05,2.87E-05,0.418158979,52.10315067,21.7658336
8247,Matt Leone,LattMeone,78,55,8773,San Francisco,polygon,3.72E-05,4.22E-05,0.395146821,55.16083833,21.76485253
8248,Jason Perlow,jperlow,129,49,10004,"FL, COVID state u â¤ï¸ to hate",ZDNet,4.38E-05,3.21E-05,0.443122668,49.16339867,21.74921356
8249,George Allen,georgeallenva,80,50,6661,"Virginia Beach, Virginia 23451",DailyMirror,2.55E-05,9.23E-07,0.434336646,50.11101667,21.7409416
8250,Remona Aly,RemonaAly,121,48,6804,"Kent, UK",Guardian,4.20E-05,1.66E-05,0.452119705,48.108864,21.72635562
8251,Gene Balk,genebalk,58,53,5117,seattle,SeattleTimes,2.24E-05,1.19E-06,0.409235629,53.09040033,21.70798586
8252,Brandie Weikle,bweikle,187,47,10310,Toronto,cbc,6.15E-05,6.36E-05,0.460621828,47.16152333,21.6864265
8253,Security Studies,EU_ISS,73,52,30902,Paris/Brussels,aljazeera,2.70E-05,3.28E-06,0.41471562,52.53563467,21.67628027
8254,Neil Chatterjee,FERChatterjee,56,48,6780,,Bloomberg,2.06E-05,6.46E-07,0.429131178,48.10848,21.65265125
8255,Adrian Searle,SearleAdrian,77,51,13898,,Guardian,3.14E-05,2.49E-05,0.423282913,51.236266,21.63743224
8256,Asia Martin,MartinSoong,164,47,5377,Singapore,BusinessInsider,4.51E-05,1.38E-05,0.459698423,47.08423967,21.6251883
8257,Khe Hy,khemaridh,126,47,17550,Manhattan â Manhattan Beach,Quartz,4.17E-05,3.11E-05,0.458739658,47.27495,21.62382916
8258,Ron Kroichick,ronkroichick,67,53,7621,Bay Area,sfgate,3.13E-05,2.03E-05,0.407317821,53.13463767,21.61526467
8259,Joe La Puma,JLaPuma,61,50,87928,,complex,3.08E-05,1.86E-05,0.425757665,51.46546667,21.59985008
8260,Rick Nelson,RickNelsonStrib,67,54,16970,Minneapolis,StarTribune,2.72E-05,6.19E-06,0.398698932,54.30546,21.59063562
8261,J.D. Tuccille,JD_Tuccille,93,49,6131,Arizona,Reason,3.00E-05,3.67E-06,0.439831437,49.10013967,21.5737627
8262,John Foley,keylargofoley,55,49,24494,,Reuters,2.10E-05,9.55E-07,0.438435828,49.40006867,21.57105779
8263,Richard Newby,RICHARDLNEWBY,72,52,10537,,HollywoodReporter,3.09E-05,9.53E-06,0.412920177,52.18264133,21.50955735
8264,Lindsay Miller,lindsaylmiller,196,46,3741,"Los Angeles, CA",popsugar,5.19E-05,1.55E-05,0.467211268,46.057362,21.50511841
